cluster_id cluster_description snomed_code snomed_code_description pcd_refset_id service_and_ruleset med_code_id observations original_read_code cleansed_read_code term snomed_ct_description_id release emis_code_category_id include comments category
HYP_COD "Hypertension diagnosis codes" 31992008 "Secondary hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 53452019 40000 G24 G24..00 "Secondary hypertension" 53452019 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 843821000000102 "Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 1846941000006119 40000 G25 G25..00 "Stage 1 hypertension (NICE - National Institute for Health and Clinical Excellence 2011)" 2189411000000111 NA 32 NA NA Hypertension
HYPRES_COD "Hypertension resolved codes" 162659009 "Hypertension resolved (finding)" 999006531000230101 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 253532015 40000 212K 212K.00 "Hypertension resolved" 253532015 NA 27 NA NA "Hypertension resolved"
additional NA 64715009 NA NA NA 107545013 40000 G21 G21..00 "Hypertensive heart disease" 107545013 NA 32 y NA Hypertension
additional NA 170579000 NA NA NA 264473010 40000 6629 6629 "Hypertension:follow-up default" 264473010 NA 1 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 78975002 "Malignant essential hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 131046010 30000 G200 G200.00 "Malignant essential hypertension" 131046010 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 843821000000102 "Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 2193031000000112 30000 G25-1 G25..11 "Stage 1 hypertension" 2193031000000112 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 908631000000108 "Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) without evidence of end organ damage (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 1908711000006115 30000 G250 G250.00 "Stage 1 hypertension (NICE 2011) without evidence of end organ damage" 2335761000000116 NA 32 NA NA Hypertension
additional NA 183856001 NA NA NA 284062018 30000 8HT5 8HT5.00 "Referral to hypertension clinic" 284062018 NA 40 y NA Hypertension
additional NA 185264001 NA NA NA 153941000006118 30000 9N1y2 9N1y200 "Seen in hypertension clinic" 285265015 NA 37 y NA Hypertension
additional NA 185718005 NA NA NA 789951000006115 30000 9OI3 9OI3.00 "Hypertension monitoring offer default" 285717015 NA 37 y NA Hypertension
additional NA 198941007 NA NA NA 790051000006114 30000 L12 L12..00 "Hypertension complicating pregnancy, childbirth and the puerperium" 305749016 NA 32 y NA Hypertension
additional NA 713661000000102 NA NA NA 26091000000116 20000 9OI-1 9OI..11 "Hypertension clinic administration" 1564901000000114 NA 37 y NA Hypertension
additional NA 1066971000000105 NA NA NA 8440011000006119 20000 ^ESCTHY844001 NA "Hypertension monitoring SMS (short message service) text message third invitation" 2679971000000115 NA 37 y NA Hypertension
additional NA 401117004 NA NA NA 1780318013 10000 662b 662b.00 "Moderate hypertension control" 1780318013 NA 1 y NA Hypertension
additional NA 766211000000109 NA NA NA 1706551000000114 10000 662P0 662P000 "Hypertension 9 month review" 1706551000000114 NA 1 y NA Hypertension
additional NA 390925005 NA NA NA 6516381000006117 7000 ^ESCTDI651638 NA "Did not attend hypertension clinic" 2470344013 NA 37 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 38341003 "Hypertensive disorder, systemic arterial (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 299686018 6000 G2y G2y..00 "Other specified hypertensive disease" 1215744012 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 48146000 "Diastolic hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 80224019 5000 G203 G203.00 "Diastolic hypertension" 80224019 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 70272006 "Malignant hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 3642801000006112 5000 ^ESCTMA364280 NA "Malignant hypertension" 116721012 NA 32 NA NA Hypertension
additional NA 401047000 NA NA NA 1780252014 5000 8I3N 8I3N.00 "Hypertension treatment refused" 1780252014 NA 32 y NA Hypertension
additional NA 763324001 NA NA NA 179371000006114 5000 9OI2 9OI2.00 "Hypertension monitoring refused" 3638555014 NA 37 y NA Hypertension
additional NA 715280009 NA NA NA 2423811000000118 5000 662P1 662P100 "Telehealth hypertension monitoring" 3302075013 NA 1 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 198942000 "Benign essential hypertension complicating pregnancy, childbirth and the puerperium (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 504831000006116 4000 L120 L120.00 "Benign essential hypertension complicating pregnancy, childbirth and the puerperium" 305750016 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 908651000000101 "Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) with evidence of end organ damage (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 1908721000006111 4000 G251 G251.00 "Stage 1 hypertension (NICE 2011) with evidence of end organ damage" 2335801000000114 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 198999008 "Pre-eclampsia or eclampsia with pre-existing hypertension - delivered (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 212991000006114 3000 L1271 L127100 "Pre-eclampsia or eclampsia with pre-existing hypertension - delivered" 305820017 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 845891000000103 "Hypertension resistant to drug therapy (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 2193971000000110 3000 G27 G27..00 "Hypertension resistant to drug therapy" 2193971000000110 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 843841000000109 "Severe hypertension (National Institute for Health and Clinical Excellence 2011) (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 1846961000006115 3000 G26 G26..00 "Severe hypertension (NICE - National Institute for Health and Clinical Excellence 2011)" 2189451000000110 NA 32 NA NA Hypertension
additional NA 810981000000107 NA NA NA 2115801000000110 3000 661N6 661N600 "Hypertension self-management plan review" 2115801000000110 NA 1 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 169465000 "Hypertension caused by oral contraceptive pill (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 262960017 2000 61462 6146200 "Hypertension induced by oral contraceptive pill" 262960017 NA 5 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 843841000000109 "Severe hypertension (National Institute for Health and Clinical Excellence 2011) (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 2193021000000110 2000 G26-1 G26..11 "Severe hypertension" 2193021000000110 NA 32 NA NA Hypertension
additional NA 1855781000006104 NA NA NA 1855781000006115 2000 EMISNQHY15 NA "Hypertension monitoring in primary care" 1855781000006115 NA 37 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 123799005 "Renovascular hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 299683014 1000 G24z0 G24z000 "Renovascular hypertension" 192288012 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 31992008 "Secondary hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 158241000006117 1000 G24z G24z.00 "Secondary hypertension NOS" 53452019 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 59621000 "Essential hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 99047018 1000 G20-2 G20..12 "Primary hypertension" 99047018 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 194788005 "Hypertension secondary to endocrine disorder (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 299681011 1000 G244 G244.00 "Hypertension secondary to endocrine disorders" 299681011 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 198997005 "Pre-eclampsia or eclampsia with pre-existing hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 213011000006113 1000 L1270 L127000 "Pre-eclampsia or eclampsia with hypertension unspecified" 305818015 NA 32 NA NA Hypertension
additional NA 790031000006103 NA NA NA 790031000006119 1000 EMISHGT69 NA "Hypertension annual review" 790031000006119 NA 1 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 31992008 "Secondary hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 299682016 900 G24zz G24zz00 "Secondary hypertension NOS" 53452019 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 198944004 "Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 504791000006111 800 L1201 L120100 "Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered" 305752012 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 78975002 "Malignant essential hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 884121000006111 800 G200-99 G200.99 "Malignant hypertension" 884121000006111 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 86041002 "Pre-existing hypertension in obstetric context (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 504811000006110 800 L1200 L120000 "Benign essential hypertension in preg/childb/puerp unspec" 142647015 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 198997005 "Pre-eclampsia or eclampsia with pre-existing hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 305818015 800 L127 L127.00 "Pre-eclampsia or eclampsia with pre-existing hypertension" 305818015 NA 32 NA NA Hypertension
additional NA 308503007 NA NA NA 5979471000006115 800 ^ESCTHY597947 NA "Hypertension monitoring call" 451863017 NA 37 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 73410007 "Benign secondary renovascular hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 2478822013 700 G2410 G241000 "Secondary benign renovascular hypertension" 2478822013 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 89242004 "Malignant secondary hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 151161000006115 700 G240 G240.00 "Malignant secondary hypertension" 147988014 NA 32 NA NA Hypertension
additional NA 64715009 NA NA NA 741681000006111 700 G21z1 G21z100 "Hypertensive heart disease NOS with CCF" 107545013 NA 32 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 194785008 "Secondary benign hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 299678018 600 G241 G241.00 "Secondary benign hypertension" 299678018 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 194791005 "Hypertension caused by drug (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 299684015 600 G24z1 G24z100 "Hypertension secondary to drug" 299684015 NA 5 NA NA Hypertension
additional NA 36221001 NA NA NA 60444016 600 G211 G211.00 "Benign hypertensive heart disease" 60444016 NA 32 y NA Hypertension
additional NA 86234004 NA NA NA 143003017 600 G23 G23..00 "Hypertensive heart AND renal disease" 143003017 NA 32 y NA Hypertension
additional NA 194767001 NA NA NA 504901000006118 600 G2111 G211100 "Benign hypertensive heart disease with congestive cardiac failure" 299653017 NA 32 y NA Hypertension
additional NA 64715009 NA NA NA 741661000006118 600 G21z G21z.00 "Hypertensive heart disease NOS" 107545013 NA 32 y NA Hypertension
additional NA 1083101000000106 NA NA NA 8459521000006112 600 ^ESCTHY845952 NA "Hypertension monitoring invitation email" 2714131000000115 NA 37 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 86041002 "Pre-existing hypertension in obstetric context (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 504801000006112 500 L120z L120z00 "Benign essential hypertension in preg/childb/puerp NOS" 142647015 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 198997005 "Pre-eclampsia or eclampsia with pre-existing hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 212961000006118 500 L127z L127z00 "Pre-eclampsia or eclampsia + pre-existing hypertension NOS" 305818015 NA 32 NA NA Hypertension
HYP_COD "Hypertension diagnosis codes" 443482000 "Hypertensive urgency (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 7278171000006116 500 ^ESCTHY727817 NA "Hypertensive urgency" 2839339012 NA 32 NA NA Hypertension
additional NA 54225002 NA NA NA 90135019 500 G210 G210.00 "Malignant hypertensive heart disease" 90135019 NA 32 y NA Hypertension
HYP_COD "Hypertension diagnosis codes" 31992008 "Secondary hypertension (disorder)" 999006611000230105 "CC Core GP Contract | INLIQ Hypertension | NCD Cardiovascular Disease Prevention | NCD Personalised Care | NCD Tackling Health Inequalities | Other LDD | PLE CVDPREVENT | PLE GDPPR | QOF Hypertension | QOF Smoking" 300871017 400 Gyu21 Gyu2100 "[X]Hypertension secondary to other renal disorders" 53452019 NA 32 NA NA Hypertension
